"PriceList","CAT","SEL","Description","ItemId"
"CODE8X_AUG26_182319065en-US","MAS","BLCH>","Block chimney w/8"" x 12"" flue liner - per vertical LF","10619"
"CODE8X_AUG26_182319065en-US","MAS","BLCH>>","Block chimney w/12"" x 12"" flue liner - per vertical LF","10619"
"CODE8X_AUG26_182319065en-US","MAS","BLGBN","Add-on for bullnose end block - glass","10621"
"CODE8X_AUG26_182319065en-US","MAS","BLGL","Block - glass - 4""x 8""x 8""","2716"
"CODE8X_AUG26_182319065en-US","MAS","BLGL<","Block - glass - 3""x 8""x 8""","2718"
"CODE8X_AUG26_182319065en-US","MAS","BLGLR","Block - glass - Add for reinforcements","10628"
"CODE8X_AUG26_182319065en-US","MAS","BLGRLF","Block - grout cell per lineal foot","10626"
"CODE8X_AUG26_182319065en-US","MAS","BLP","Block - Add for pilaster","10628"
"CODE8X_AUG26_182319065en-US","MAS","BLPF","Block - Beam/Joist pocket fill - per pocket","10810"
"CODE8X_AUG26_182319065en-US","MAS","BLS","Block - Add for scored or split faced block","10628"
"CODE8X_AUG26_182319065en-US","MAS","BLSC4","Block - 4"" x 8"" x 16"" - sculpture/decorative screen","2708"
"CODE8X_AUG26_182319065en-US","MAS","BLSC8","Block - 8"" x 8"" x 16"" - sculpture/decorative screen","2713"
"CODE8X_AUG26_182319065en-US","MAS","BLVRE24","Block - Add if vertical reinforcement is 24"" OC","10628"
"CODE8X_AUG26_182319065en-US","MAS","BM10","Block - bond beam - 10"" x 8"" x 16"" - U Block","10620"
"CODE8X_AUG26_182319065en-US","MAS","BM12","Block - bond beam - 12"" x 8"" x 16"" - U Block","10620"
"CODE8X_AUG26_182319065en-US","MAS","BM6","Block - bond beam - 6"" x 8"" x 16"" - U block","10620"
"CODE8X_AUG26_182319065en-US","MAS","BM8","Block - bond beam - 8"" x 8"" x 16"" - U Block","10620"
"CODE8X_AUG26_182319065en-US","MAS","BMS12","Structural brick - bond beam - 12"" x 4"" x 16""","10620"
"CODE8X_AUG26_182319065en-US","MAS","BMS6","Structural brick - bond beam - 6"" x 4"" x 16"" - U block","10620"
"CODE8X_AUG26_182319065en-US","MAS","BMS8","Structural brick - bond beam - 8"" x 4"" x 16"" - U block","10620"
"CODE8X_AUG26_182319065en-US","MAS","BRK","Brick veneer","2727"
"CODE8X_AUG26_182319065en-US","MAS","BRK-","Brick veneer - Standard grade (i.e., concrete)","2727"
"CODE8X_AUG26_182319065en-US","MAS","BRK+","Brick veneer - High grade","2727"
"CODE8X_AUG26_182319065en-US","MAS","BRK++","Brick veneer - Premium grade","2727"
"CODE8X_AUG26_182319065en-US","MAS","BRKARCH","Brick - Add for arch","10622"
"CODE8X_AUG26_182319065en-US","MAS","BRKBW","Brick - Add for basket weave pattern","10631"
"CODE8X_AUG26_182319065en-US","MAS","BRKCOL","Brick - Add for column","10631"
"CODE8X_AUG26_182319065en-US","MAS","BRKH","Brick - Add for staging at high level","2727"
"CODE8X_AUG26_182319065en-US","MAS","BRKHB","Brick - Add for herringbone pattern","10631"
"CODE8X_AUG26_182319065en-US","MAS","BRKJ","Join new brick to existing brick - per LF","10492"
"CODE8X_AUG26_182319065en-US","MAS","BRKL","Brick lintel - steel","11016"
"CODE8X_AUG26_182319065en-US","MAS","BRKPF","Brick - Beam/Joist pocket fill - per pocket","10810"
"CODE8X_AUG26_182319065en-US","MAS","BRKPIL","Add for block/brick pilaster","10624"
"CODE8X_AUG26_182319065en-US","MAS","BRKROW","Brick - Add for rowlock course","10623"
"CODE8X_AUG26_182319065en-US","MAS","BRKRS","Brick veneer - Detach & reset","10632"
"CODE8X_AUG26_182319065en-US","MAS","BRKS10","Brick - structural (Giant brick), 10""","10630"
"CODE8X_AUG26_182319065en-US","MAS","BRKS4","Brick - structural (Giant brick), 4""","10630"
"CODE8X_AUG26_182319065en-US","MAS","BRKS6","Brick - structural (Giant brick), 6""","10630"
"CODE8X_AUG26_182319065en-US","MAS","BRKS8","Brick - structural (Giant brick), 8""","10630"
"CODE8X_AUG26_182319065en-US","MAS","BRKSB","Brick - Add for stacked bond","10631"
"CODE8X_AUG26_182319065en-US","MAS","BRKSO","Brick - Add for soldier or sailor course","10623"
"CODE8X_AUG26_182319065en-US","MAS","BRKT","Thin brick veneer","10633"
"CODE8X_AUG26_182319065en-US","MAS","BRKT+","Thin brick veneer - High grade","10633"
"CODE8X_AUG26_182319065en-US","MAS","CPM","Concrete panel mounted on metal studs","10634"
"CODE8X_AUG26_182319065en-US","MAS","CPM+","Concrete panel mounted on metal studs - Articulated","10634"
"CODE8X_AUG26_182319065en-US","MAS","FRM","Framing/truss anchor - wood to concrete/masonry","7005"
"CODE8X_AUG26_182319065en-US","MAS","FRME","Framing/truss anchor - wood to concrete/masonry - embedded","7005"
"CODE8X_AUG26_182319065en-US","MAS","GMF","Granite or marble facade","2738"
"CODE8X_AUG26_182319065en-US","MAS","GMF+","Granite or marble facade - High grade","2738"
"CODE8X_AUG26_182319065en-US","MAS","GMF++","Granite or marble facade - Premium grade","2738"
"CODE8X_AUG26_182319065en-US","MAS","INS","Masonry insulation - Vermiculite or Perlite","10631"
"CODE8X_AUG26_182319065en-US","MAS","INSF","Masonry insulation - spray-in insulating foam","10631"
"CODE8X_AUG26_182319065en-US","MAS","LAB","Mason - Brick / Stone - per hour","10635"
"CODE8X_AUG26_182319065en-US","MAS","LABL","Masonry - General Laborer - per hour","10635"
"CODE8X_AUG26_182319065en-US","MAS","LIM","Limestone veneer","2727"
"CODE8X_AUG26_182319065en-US","MAS","LIM+","Limestone veneer - High grade","2727"
"CODE8X_AUG26_182319065en-US","MAS","MN","Masonry - Labor Minimum","10636"
"CODE8X_AUG26_182319065en-US","MAS","PAV","Paver brick","2733"
"CODE8X_AUG26_182319065en-US","MAS","PAV-","Paver brick - Standard grade","2733"
"CODE8X_AUG26_182319065en-US","MAS","PAV+","Paver brick - High grade","2733"
"CODE8X_AUG26_182319065en-US","MAS","PAVF","Paver flagstone","2733"
"CODE8X_AUG26_182319065en-US","MAS","PAVF-","Paver flagstone - Standard grade","2733"
"CODE8X_AUG26_182319065en-US","MAS","PAVF+","Paver flagstone - High grade","2733"
"CODE8X_AUG26_182319065en-US","MAS","PAVT","Paver travertine","2733"
"CODE8X_AUG26_182319065en-US","MAS","PAVT-","Paver travertine - Standard grade","2733"
"CODE8X_AUG26_182319065en-US","MAS","PAVT+","Paver travertine - High grade","2733"
"CODE8X_AUG26_182319065en-US","MAS","PCARCH","Precast arches and sills","10640"
"CODE8X_AUG26_182319065en-US","MAS","PCBAL","Precast balustrade - cast stone","10335"
"CODE8X_AUG26_182319065en-US","MAS","PCBELT","Precast trim - belt","11188"
"CODE8X_AUG26_182319065en-US","MAS","PCBELT>","Precast trim - belt - large","11188"
"CODE8X_AUG26_182319065en-US","MAS","PCBKT","Precast bracket/corbel","10368"
"CODE8X_AUG26_182319065en-US","MAS","PCBKT++","Precast bracket/corbel - Premium grade","10368"
"CODE8X_AUG26_182319065en-US","MAS","PCBKT>","Precast bracket/corbel - large","10368"
"CODE8X_AUG26_182319065en-US","MAS","PCCAP","Precast column cap","10368"
"CODE8X_AUG26_182319065en-US","MAS","PCCAP24","Precast concrete/fiberglass capital - up to 24"" diameter","10368"
"CODE8X_AUG26_182319065en-US","MAS","PCCAP36","Precast concrete/fiberglass capital - up to 36"" diameter","10368"
"CODE8X_AUG26_182319065en-US","MAS","PCCOL","Precast column - 18"" diameter","10346"
"CODE8X_AUG26_182319065en-US","MAS","PCCOL<","Precast column - 12"" diameter","10346"
"CODE8X_AUG26_182319065en-US","MAS","PCCOL>","Precast column - 24"" diameter","10346"
"CODE8X_AUG26_182319065en-US","MAS","PCCOL>>","Precast column - 36"" diameter","10346"
"CODE8X_AUG26_182319065en-US","MAS","PCCORN","Precast cornice - band","11188"
"CODE8X_AUG26_182319065en-US","MAS","PCCORNR","Precast cornice - at roof","11188"
"CODE8X_AUG26_182319065en-US","MAS","PCCWN","Precast crown molding with dentils","11188"
"CODE8X_AUG26_182319065en-US","MAS","PCENT36","Precast concrete entablature - 36""","10368"
"CODE8X_AUG26_182319065en-US","MAS","PCRAIL","Precast railing","10359"
"CODE8X_AUG26_182319065en-US","MAS","PCRAIL+","Precast railing - radius curve","10359"
"CODE8X_AUG26_182319065en-US","MAS","PCSILL","Precast sill","10355"
"CODE8X_AUG26_182319065en-US","MAS","PCSILL<","Precast sill - small","10355"
"CODE8X_AUG26_182319065en-US","MAS","PCTRIM","Precast trim","11188"
"CODE8X_AUG26_182319065en-US","MAS","PCWCOPE","Precast wall coping","11188"
"CODE8X_AUG26_182319065en-US","MAS","PDB","Masonry (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","MAS","PL10","Precast lintel - structural - 10"" x 10""","10355"
"CODE8X_AUG26_182319065en-US","MAS","PL12","Precast lintel - structural - 12"" x 12""","10355"
"CODE8X_AUG26_182319065en-US","MAS","PL6","Precast lintel - structural - 6"" x 6""","10355"
"CODE8X_AUG26_182319065en-US","MAS","PL6+","Precast lintel - structural - 6"" x 6"" - decorative","10355"
"CODE8X_AUG26_182319065en-US","MAS","PL8","Precast lintel - structural - 8"" x 8""","10355"
"CODE8X_AUG26_182319065en-US","MAS","POINT","Re-point masonry","10631"
"CODE8X_AUG26_182319065en-US","MAS","POINTB","Re-point masonry - block","10631"
"CODE8X_AUG26_182319065en-US","MAS","QUOIN","Quoin - 8"" x 8"" x 12""","10637"
"CODE8X_AUG26_182319065en-US","MAS","SLUM10","Slump stone block - 10"" width","2702"
"CODE8X_AUG26_182319065en-US","MAS","SLUM12","Slump stone block - 12"" width","2705"
"CODE8X_AUG26_182319065en-US","MAS","SLUM4","Slump stone block - 4"" width","2708"
"CODE8X_AUG26_182319065en-US","MAS","SLUM6","Slump stone block - 6"" width","2710"
"CODE8X_AUG26_182319065en-US","MAS","SLUM8","Slump stone block - 8"" width","2713"
"CODE8X_AUG26_182319065en-US","MAS","STN","Stone veneer - natural stone","2738"
"CODE8X_AUG26_182319065en-US","MAS","STN+","Stone veneer - natural stone - High grade","2738"
"CODE8X_AUG26_182319065en-US","MAS","STN<","Stone veneer - natural thin veneer (NTV)","2738"
"CODE8X_AUG26_182319065en-US","MAS","STN<+","Stone veneer - natural thin veneer (NTV) - High grade","2738"
"CODE8X_AUG26_182319065en-US","MAS","STNBAND","Stone trim - band","10623"
"CODE8X_AUG26_182319065en-US","MAS","STNC","Stone veneer - manufactured stone","10638"
"CODE8X_AUG26_182319065en-US","MAS","STNC+","Stone veneer - manufactured stone - High grade","10638"
"CODE8X_AUG26_182319065en-US","MAS","STNCOL","Stone column - 36"" diameter","10624"
"CODE8X_AUG26_182319065en-US","MAS","STNCOL<","Stone column - 24"" diameter","10624"
"CODE8X_AUG26_182319065en-US","MAS","STNCOLB","Stone column base - Large","10639"
"CODE8X_AUG26_182319065en-US","MAS","STNCOLC","Stone column capital - Large","10639"
"CODE8X_AUG26_182319065en-US","MAS","STNGP","Stone veneer - Granite panel","10638"
"CODE8X_AUG26_182319065en-US","MAS","STNRS","Stone veneer - Detach & reset","10632"
"CODE8X_AUG26_182319065en-US","MAS","STRL12","Stair - tread - limestone - 12""","10623"
"CODE8X_AUG26_182319065en-US","MAS","STRL18","Stair - tread - limestone - 18""","10623"
"CODE8X_AUG26_182319065en-US","MAS","STRL6","Stair - tread or riser - limestone - 6""","10623"
"CODE8X_AUG26_182319065en-US","MAS","STWIN","Stone trim - windows","10625"
"CODE8X_AUG26_182319065en-US","MAS","TRIMB","Limestone trim - Belt","10623"
"CODE8X_AUG26_182319065en-US","MAS","TRIMBL","Limestone trim - Block","10640"
"CODE8X_AUG26_182319065en-US","MAS","TRIMC","Limestone trim - Chamfer cap & trim (window header)","10640"
"CODE8X_AUG26_182319065en-US","MAS","TRIMK","Limestone trim - Keystone","10640"
"CODE8X_AUG26_182319065en-US","MAS","TRIMS","Limestone trim - Sill","10623"
"CODE8X_AUG26_182319065en-US","MAS","TRIMWT","Limestone trim - Water table","10623"
"CODE8X_AUG26_182319065en-US","MAS","WCC13","Wall coping - clay - 13""","10492"
"CODE8X_AUG26_182319065en-US","MAS","WCC18","Wall coping - clay - 18""","10492"
"CODE8X_AUG26_182319065en-US","MAS","WCC9","Wall coping - clay - 9""","10492"
"CODE8X_AUG26_182319065en-US","MAS","WCCF13","Wall coping fitting - clay - 13""","10810"
"CODE8X_AUG26_182319065en-US","MAS","WCCF18","Wall coping fitting - clay - 18""","10810"
"CODE8X_AUG26_182319065en-US","MAS","WCCF9","Wall coping fitting - clay - 9""","10810"
"CODE8X_AUG26_182319065en-US","MAS","WR10","Add for pre-fabricated wire reinforcing, 10""","10626"
"CODE8X_AUG26_182319065en-US","MAS","WR12","Add for pre-fabricated wire reinforcing, 12""","10626"
"CODE8X_AUG26_182319065en-US","MAS","WR6","Add for pre-fabricated wire reinforcing, 6""","10626"
"CODE8X_AUG26_182319065en-US","MAS","WR8","Add for pre-fabricated wire reinforcing, 8""","10626"
"CODE8X_AUG26_182319065en-US","MBL","AGP","Marble - Cultured / Natural (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","MBL","B","Baseboard - cultured (simulated) marble","10294"
"CODE8X_AUG26_182319065en-US","MBL","BIDITM","Marble - Cultured / Natural (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","MBL","BN","Baseboard - natural marble/granite - prefabricated","10294"
"CODE8X_AUG26_182319065en-US","MBL","BRS","Baseboard - natural or cultured marble - Detach & reset","10294"
"CODE8X_AUG26_182319065en-US","MBL","CT","Countertop - cultured (simulated) marble","2889"
"CODE8X_AUG26_182319065en-US","MBL","CTONX","Countertop - onyx","2891"
"CODE8X_AUG26_182319065en-US","MBL","CTRS","Countertop - cultured marble - Detach & reset","10641"
"CODE8X_AUG26_182319065en-US","MBL","LAB","Tile / Cultured Marble Installer - per hour","10642"
"CODE8X_AUG26_182319065en-US","MBL","LABL","Tile / Cultured Marble - General Laborer - per hour","10642"
"CODE8X_AUG26_182319065en-US","MBL","PDB","Marble - Cultured / Natural (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","MBL","SILM4","Sill - cultured marble on 2"" x 4"" wall","10643"
"CODE8X_AUG26_182319065en-US","MBL","SILM6","Sill - cultured marble on 2"" x 6"" wall","10643"
"CODE8X_AUG26_182319065en-US","MBL","SILNM4","Sill - natural marble on 2"" x 4"" wall","10643"
"CODE8X_AUG26_182319065en-US","MBL","SILNM6","Sill - natural marble on 2"" x 6"" wall","10643"
"CODE8X_AUG26_182319065en-US","MBL","SNKN","Cut for sink opening in natural marble (self-rimming sink)","11379"
"CODE8X_AUG26_182319065en-US","MBL","SNKN+","Cut for sink opening in natural marble (bottom-mount sink)","11379"
"CODE8X_AUG26_182319065en-US","MBL","SWRCC","Concrete shower curb - cultured marble - per LF","11380"
"CODE8X_AUG26_182319065en-US","MBL","SWRCF","Framed shower curb - cultured marble - per LF","11380"
"CODE8X_AUG26_182319065en-US","MBL","THR","Threshold - natural marble","10646"
"CODE8X_AUG26_182319065en-US","MBL","THRC","Threshold - cultured marble","10646"
"CODE8X_AUG26_182319065en-US","MBL","VTSNK","Vanity top - one sink - cultured marble","2894"
"CODE8X_AUG26_182319065en-US","MBL","VTSNK+","Vanity top - one sink - cultured marble - High grade","2894"
"CODE8X_AUG26_182319065en-US","MBL","VTSNK>","Vanity top - two sinks - cultured marble","2897"
"CODE8X_AUG26_182319065en-US","MBL","VTSNK>+","Vanity top - two sinks - cultured marble - High grade","2897"
"CODE8X_AUG26_182319065en-US","MBL","VTSNKO","Vanity top - one sink - cultured onyx","2900"
"CODE8X_AUG26_182319065en-US","MBL","VTSNKO+","Vanity top - one sink - cultured onyx - High grade","2900"
"CODE8X_AUG26_182319065en-US","MBL","VTSNKO>","Vanity top - two sinks - cultured onyx","2903"
"CODE8X_AUG26_182319065en-US","MBL","VTSNKRS","Vanity top - Detach & reset","10647"
"CODE8X_AUG26_182319065en-US","MBL","VTSNO>+","Vanity top - two sinks - cultured onyx - High grade","10648"
"CODE8X_AUG26_182319065en-US","MBL","W","Wall veneer panels - cultured marble","2907"
"CODE8X_AUG26_182319065en-US","MBL","WN","Wall veneer panels - natural marble","2909"
"CODE8X_AUG26_182319065en-US","MBL","WSD","Wall - soap dish - cultured marble","10802"
"CODE8X_AUG26_182319065en-US","MBL","WSHC","Wall - corner shelf - cultured marble","10802"
"CODE8X_AUG26_182319065en-US","MBL","WSSDC","Wall - shampoo soap dish shelf - cultured marble","10802"
"CODE8X_AUG26_182319065en-US","MPR","AGP","Moisture Protection (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","MPR","BIDITM","Moisture Protection (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","MPR","BR","Open cell backing rod, 1/2""","10650"
"CODE8X_AUG26_182319065en-US","MPR","CLKA","Caulking - acrylic","10650"
"CODE8X_AUG26_182319065en-US","MPR","CLKB","Caulking - butyl rubber","10650"
"CODE8X_AUG26_182319065en-US","MPR","CLKF","Caulking - latex fire sealant","10650"
"CODE8X_AUG26_182319065en-US","MPR","CLKF>","Caulking - latex fire sealant - 5/16"" to 3/4""","10650"
"CODE8X_AUG26_182319065en-US","MPR","CLKF>>","Caulking - latex fire sealant - 9/16"" to 1 1/4""","10650"
"CODE8X_AUG26_182319065en-US","MPR","CLKFEA","Caulking - latex fire sealant - per opening","10810"
"CODE8X_AUG26_182319065en-US","MPR","CLKFEA<","Caulking - latex fire sealant - per opening - small","10810"
"CODE8X_AUG26_182319065en-US","MPR","CLKS","Caulking - silicone","10650"
"CODE8X_AUG26_182319065en-US","MPR","CSGRAV","Moisture protection for crawl space - washed gravel","10652"
"CODE8X_AUG26_182319065en-US","MPR","CSLIME","Moisture protection for crawl space - hydrated lime","10654"
"CODE8X_AUG26_182319065en-US","MPR","CSR","Radon barrier for crawl space or under slab","10652"
"CODE8X_AUG26_182319065en-US","MPR","CSV","Moisture protection for crawl space - visqueen - 6 mil","10652"
"CODE8X_AUG26_182319065en-US","MPR","CSV>","Moisture protection for crawl space - visqueen - 10 mil","10652"
"CODE8X_AUG26_182319065en-US","MPR","CSVT","Moisture protection - vapor barrier seam tape","10652"
"CODE8X_AUG26_182319065en-US","MPR","DMAT","Waterproofing - Drainage mat","10653"
"CODE8X_AUG26_182319065en-US","MPR","DMEM","Waterproofing - sheet membrane","10653"
"CODE8X_AUG26_182319065en-US","MPR","DMPR","Dampproofing","10653"
"CODE8X_AUG26_182319065en-US","MPR","DMPR+","Dampproofing - asphalt emulsion","10653"
"CODE8X_AUG26_182319065en-US","MPR","FLPANP","Flashing - Sill pan flashing - plastic - up to 4.5' sill","11230"
"CODE8X_AUG26_182319065en-US","MPR","FLPANP>","Flashing - Sill pan flashing - plastic - greater than 4.5'","11230"
"CODE8X_AUG26_182319065en-US","MPR","FLPANT","Flashing - Sill flashing - moldable tape","992"
"CODE8X_AUG26_182319065en-US","MPR","FLT","Flashing tape - self-adhesive","10286"
"CODE8X_AUG26_182319065en-US","MPR","LAB","Moisture Protection Installer - per hour","10660"
"CODE8X_AUG26_182319065en-US","MPR","LABL","Moisture Protection - General Laborer - per hour","10660"
"CODE8X_AUG26_182319065en-US","MPR","PDB","Moisture Protection (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","MPR","WPRF","Waterproofing - two coats of emulsion over a glass fabric","10653"
"CODE8X_AUG26_182319065en-US","MSD","AGP","Mirrors & Shower Doors (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","MSD","AV","Mirror - 1/4"" plate glass","10656"
"CODE8X_AUG26_182319065en-US","MSD","AV-","Mirror - 1/8"" plate glass","10656"
"CODE8X_AUG26_182319065en-US","MSD","AV+","Mirror - 1/4"" plate glass - gold veined or smoked","10656"
"CODE8X_AUG26_182319065en-US","MSD","AVB1","Additional cost to bevel a mirror up to 1""","10492"
"CODE8X_AUG26_182319065en-US","MSD","AVB1>","Additional cost to bevel a mirror over 1"" up to 1 1/2""","10492"
"CODE8X_AUG26_182319065en-US","MSD","AVF","Mirror - framed","10656"
"CODE8X_AUG26_182319065en-US","MSD","AVF+","Mirror - framed - High grade","10656"
"CODE8X_AUG26_182319065en-US","MSD","AVJ","Add metal J channel to a mirror","10492"
"CODE8X_AUG26_182319065en-US","MSD","AVJ-","Add metal J channel to a mirror - Standard grade","10492"
"CODE8X_AUG26_182319065en-US","MSD","AVRS","Mirror - plate glass - Detach & reset","10658"
"CODE8X_AUG26_182319065en-US","MSD","BIDITM","Mirrors & Shower Doors (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","MSD","LAB","Mirror & Shower Door Installer - per hour","10659"
"CODE8X_AUG26_182319065en-US","MSD","LABL","Mirror & Shower Door - General Laborer - per hour","10659"
"CODE8X_AUG26_182319065en-US","MSD","MN","Mirror/Shower Door - Labor Minimum","10661"
"CODE8X_AUG26_182319065en-US","MSD","OHC","Outlet hole - cut into mirror","11215"
"CODE8X_AUG26_182319065en-US","MSD","PDB","Mirrors & Shower Doors (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","MSD","SDC","Custom shower door & partition - 1/4"" glass w/frame","10228"
"CODE8X_AUG26_182319065en-US","MSD","SDC+","Custom shower door & partition - 1/2"" glass - frameless","10228"
"CODE8X_AUG26_182319065en-US","MSD","SDC+RS","Custom shower door & partition - frameless- Detach & reset","10228"
"CODE8X_AUG26_182319065en-US","MSD","SDOR","Shower door","10664"
"CODE8X_AUG26_182319065en-US","MSD","SDOR-","Shower door - Standard grade","10664"
"CODE8X_AUG26_182319065en-US","MSD","SDOR+","Shower door - High grade","10664"
"CODE8X_AUG26_182319065en-US","MSD","SDOR++","Shower door - Premium grade","10664"
"CODE8X_AUG26_182319065en-US","MSD","SDOR>","Shower door - corner unit - oversized","10664"
"CODE8X_AUG26_182319065en-US","MSD","SDOR>+","Shower door - corner unit - oversized - High grade","10664"
"CODE8X_AUG26_182319065en-US","MSD","SDOR>++","Shower door - corner unit - oversized - Premium grade","10664"
"CODE8X_AUG26_182319065en-US","MSD","SDORC","Shower door - corner unit","10664"
"CODE8X_AUG26_182319065en-US","MSD","SDORC+","Shower door - corner unit - High grade","10664"
"CODE8X_AUG26_182319065en-US","MSD","SDORC++","Shower door - corner unit - Premium grade","10664"
"CODE8X_AUG26_182319065en-US","MSD","SDORCRS","Shower door system - corner unit - Detach & reset","10665"
"CODE8X_AUG26_182319065en-US","MSD","SDORRS","Shower door system - Detach & reset","10665"
"CODE8X_AUG26_182319065en-US","MSD","SDOR-RS","Shower door - slab only - Detach & reset","10665"
"CODE8X_AUG26_182319065en-US","MSD","TIL","Mirror tile","10657"
"CODE8X_AUG26_182319065en-US","MSD","TIL+","Mirror tile - High grade","10657"
"CODE8X_AUG26_182319065en-US","MSD","TIL++","Mirror tile - Premium grade","10657"
"CODE8X_AUG26_182319065en-US","MSD","TUBDR","Bathtub enclosure - sliding glass doors","10666"
"CODE8X_AUG26_182319065en-US","MSD","TUBDR-","Bathtub enclosure - sliding glass doors - Standard grade","10666"
"CODE8X_AUG26_182319065en-US","MSD","TUBDR+","Bathtub enclosure - sliding glass doors - High grade","10666"
"CODE8X_AUG26_182319065en-US","MSD","TUBDR++","Bathtub enclosure - sliding glass doors - Premium grade","10666"
"CODE8X_AUG26_182319065en-US","MSD","TUBDRRS","Bathtub encl. - sliding glass door system - Detach & reset","10665"
"CODE8X_AUG26_182319065en-US","MSK","AGP","Mobile Homes, Skirting, & Setup (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","MSK","BIDITM","Mobile Homes, Skirting, & Setup (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","MSK","BLK","Mobile home leveling - per 4"" x 8"" x 16"" hollow block","10668"
"CODE8X_AUG26_182319065en-US","MSK","BLK+","Mobile home leveling - per 4"" x 8"" x 16"" solid block","10668"
"CODE8X_AUG26_182319065en-US","MSK","BRKDW","Break down prior to move","10669"
"CODE8X_AUG26_182319065en-US","MSK","BRKSET","Break down prior to and set up after move","10669"
"CODE8X_AUG26_182319065en-US","MSK","LAB","Mobile Home Skirting Installer - per hour","10670"
"CODE8X_AUG26_182319065en-US","MSK","LABL","Mobile Home Skirting - General Laborer - per hour","10670"
"CODE8X_AUG26_182319065en-US","MSK","LEV","Block and level - single wide","10668"
"CODE8X_AUG26_182319065en-US","MSK","LEV>","Block and level - double wide","10668"
"CODE8X_AUG26_182319065en-US","MSK","LEV>>","Block and level - triple wide","10668"
"CODE8X_AUG26_182319065en-US","MSK","LV","Loss of value","10810"
"CODE8X_AUG26_182319065en-US","MSK","MHD","Manufactured home double wide 1501-2000 SF","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHD-","Manufactured home double wide 1501-2000 SF - Std. grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHD+","Manufactured home double wide 1501-2000 SF - High grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHD<","Manufactured home double wide 1000-1500 SF","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHD<-","Manufactured home double wide 1000-1500 SF - Std. grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHD<+","Manufactured home double wide 1000-1500 SF - High grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHD>","Manufactured home double wide 2001-3000 SF","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHD>-","Manufactured home double wide 2001-3000 SF - Std. grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHD>+","Manufactured home double wide 2001-3000 SF - High grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHS","Manufactured home single wide 1001-1500 SF","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHS-","Manufactured home single wide 1001-1500 SF - Std. grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHS+","Manufactured home single wide 1001-1500 SF - High grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHS<","Manufactured home single wide 1000 SF or less","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHS<-","Manufactured home single wide 1000 SF or less - Std. grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHS<+","Manufactured home single wide 1000 SF or less - High grade","10797"
"CODE8X_AUG26_182319065en-US","MSK","MHT","Manufactured home triple wide 2000-3000 SF","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHT-","Manufactured home triple wide 2000-3000 SF - Std. grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHT+","Manufactured home triple wide 2000-3000 SF - High grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHT>","Manufactured home triple wide 3001 SF or greater","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHT>-","Manufactured home triple wide 3001 SF or grt. - Std. grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MHT>+","Manufactured home triple wide 3001 SF or grt. - High grade","10696"
"CODE8X_AUG26_182319065en-US","MSK","MN","Mobile Home Setup/Skirting - Labor Minimum","10671"
"CODE8X_AUG26_182319065en-US","MSK","MOVE","Moving - (Bid Item)","10669"
"CODE8X_AUG26_182319065en-US","MSK","PDB","Mobile Homes, Skirting, & Setup (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","MSK","RELEV","Relevel - single wide","10668"
"CODE8X_AUG26_182319065en-US","MSK","RELEV>","Relevel - double wide","10668"
"CODE8X_AUG26_182319065en-US","MSK","RELEV>>","Relevel - triple wide","10668"
"CODE8X_AUG26_182319065en-US","MSK","SKRTDOR","Access door - in mobile home skirting","10227"
"CODE8X_AUG26_182319065en-US","MSK","SKRTF","Skirting - T1-11 hardboard - 24"" to 36""","10673"
"CODE8X_AUG26_182319065en-US","MSK","SKRTF>","Skirting - T1-11 hardboard - 37"" to 48""","10673"
